Gene_id	{KEGG}	{SwissProt}	{IPR}	{GO}
Belnapia_sp.F-4-1GL001740	{K08738  CYC  cytochrome c  --  Cellular Processes; Cell Growth and Death; Apoptosis [PATH:ko04210] Cellular Processes; Cell Growth and Death; p53 signaling pathway [PATH:ko04115] Human Diseases; Cancers; Pathways in cancer [PATH:ko05200] Human Diseases; Cancers; Colorectal cancer [PATH:ko05210] Human Diseases; Cancers; Small cell lung cancer [PATH:ko05222] Human Diseases; Neurodegenerative Diseases; Alzheimer's disease [PATH:ko05010] Human Diseases; Neurodegenerative Diseases; Parkinson's disease [PATH:ko05012] Human Diseases; Neurodegenerative Diseases; Amyotrophic lateral sclerosis (ALS) [PATH:ko05014] Human Diseases; Neurodegenerative Diseases; Huntington's disease [PATH:ko05016] Human Diseases; Cardiovascular Diseases; Viral myocarditis [PATH:ko05416] Human Diseases; Infectious Diseases; Tuberculosis [PATH:ko05152] Human Diseases; Infectious Diseases; Influenza A [PATH:ko05164] Human Diseases; Infectious Diseases; Toxoplasmosis [PATH:ko05145]}	{CYC_THELA Cytochrome c OS=Thermomyces lanuginosus PE=1 SV=1}	{IPR002327; Cytochrome c, class IA/ IB  IPR003088; Cytochrome c, class I  IPR009056; Cytochrome c domain}	{GO:0005506; iron ion binding; Molecular Function  GO:0009055; electron carrier activity; Molecular Function  GO:0020037; heme binding; Molecular Function}
Belnapia_sp.F-4-1GL001741	{K01061  E3.1.1.45  carboxymethylenebutenolidase  3.1.1.45  Metabolism; Xenobiotics Biodegradation and Metabolism; Fluorobenzoate degradation [PATH:ko00364] Metabolism; Xenobiotics Biodegradation and Metabolism; Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361] Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation [PATH:ko00623]}	{DLHH_AZOBR Putative carboxymethylenebutenolidase OS=Azospirillum brasilense PE=3 SV=1}	{IPR002925; Dienelactone hydrolase}	{GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL001742	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001743	{NA}	{NA}	{IPR021409; Protein of unknown function DUF3047}	{NA}
Belnapia_sp.F-4-1GL001744	{NA}	{NA}	{IPR005828; General substrate transporter  IPR016196; Major facilitator superfamily domain, general substrate transporter  IPR020846; Major facilitator superfamily domain}	{GO:0016021; integral to membrane; Cellular Component  GO:0022857; transmembrane transporter activity; Molecular Function  GO:0055085; transmembrane transport; Biological Process}
Belnapia_sp.F-4-1GL001745	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001746	{K09024  rutF  putative flavin reductase RutF  1.5.1.-  Unclassified; Poorly Characterized; General function prediction only}	{RUTF_STAND FMN reductase (NADH) RutF OS=Starkeya novella (strain ATCC 8093 / DSM 506 / CCM 1077 / IAM 12100 / NBRC 12443 / NCIB 9113) GN=rutF PE=3 SV=1}	{IPR002563; Flavin reductase-like, FMN-binding  IPR009002; FMN-binding split barrel-related  IPR012349; FMN-binding split barrel}	{GO:0010181; FMN binding; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0042602; riboflavin reductase (NADPH) activity; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL001747	{K05798  leuO  LysR family transcriptional regulator, transcriptional activator for leuABCD operon  --  Genetic Information Processing; Transcription; Transcription factors [BR:ko03000]}	{NA}	{IPR000847; Transcription regulator HTH, LysR  IPR005119; LysR, substrate-binding  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding}	{GO:0003700; sequence-specific DNA binding transcription factor activity; Molecular Function  GO:0006355; regulation of transcription, DNA-dependent; Biological Process}
Belnapia_sp.F-4-1GL001748	{NA}	{NA}	{IPR000160; Diguanylate cyclase, predicted  IPR001054; Adenylyl cyclase class-3/4/guanylyl cyclase}	{GO:0009190; cyclic nucleotide biosynthetic process; Biological Process  GO:0016849; phosphorus-oxygen lyase activity; Molecular Function  GO:0035556; intracellular signal transduction; Biological Process}
Belnapia_sp.F-4-1GL001749	{K01999  livK  branched-chain amino acid transport system substrate-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{LIVB1_BRUSU Leu/Ile/Val-binding protein homolog 1 OS=Brucella suis biovar 1 (strain 1330) GN=BR1785 PE=3 SV=1}	{IPR000709; Leu/Ile/Val-binding protein  IPR006311; Twin-arginine translocation pathway, signal sequence}	{GO:0006865; amino acid transport; Biological Process  GO:0030288; outer membrane-bounded periplasmic space; Cellular Component}
Belnapia_sp.F-4-1GL001750	{K01996  livF  branched-chain amino acid transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{LIVF_SALTY High-affinity branched-chain amino acid transport ATP-binding protein LivF OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=livF PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain  IPR017871; ABC transporter, conserved site}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL001751	{K01995  livG  branched-chain amino acid transport system ATP-binding protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{BRAF_PSEAE High-affinity branched-chain amino acid transport ATP-binding protein BraF OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=braF PE=3 SV=1}	{IPR003439; ABC transporter-like  IPR003593; AAA+ ATPase domain}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0016887; ATPase activity; Molecular Function  GO:0017111; nucleoside-triphosphatase activity; Molecular Function}
Belnapia_sp.F-4-1GL001752	{K01998  livM  branched-chain amino acid transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{BRAE_PSEAE High-affinity branched-chain amino acid transport system permease protein BraE OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=braE PE=3 SV=1}	{IPR001851; ABC transporter, permease  IPR021807; High-affinity branched-chain amino acid transport system permease, LivHM, N-terminal}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL001753	{K01997  livH  branched-chain amino acid transport system permease protein  --  Environmental Information Processing; Membrane Transport; Transporters [BR:ko02000] Environmental Information Processing; Membrane Transport; ABC transporters [PATH:ko02010]}	{LIVH_ECOLI High-affinity branched-chain amino acid transport system permease protein livH OS=Escherichia coli (strain K12) GN=livH PE=1 SV=1}	{IPR001851; ABC transporter, permease}	{GO:0005215; transporter activity; Molecular Function  GO:0006810; transport; Biological Process  GO:0016020; membrane; Cellular Component}
Belnapia_sp.F-4-1GL001754	{K01607  pcaC  4-carboxymuconolactone decarboxylase  4.1.1.44  Metabolism; Xenobiotics Biodegradation and Metabolism; Benzoate degradation [PATH:ko00362]}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001755	{K09181  yfiQ  hypothetical protein  --  Unclassified; Poorly Characterized; Function unknown}	{NA}	{IPR003781; CoA-binding  IPR011761; ATP-grasp fold  IPR016040; NAD(P)-binding domain  IPR016102; Succinyl-CoA synthetase-like}	{GO:0000166; nucleotide binding; Molecular Function  GO:0005488; binding; Molecular Function  GO:0005524; ATP binding; Molecular Function  GO:0046872; metal ion binding; Molecular Function}
Belnapia_sp.F-4-1GL001756	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001757	{NA}	{NA}	{IPR000524; Transcription regulator HTH, GntR  IPR011711; GntR, C-terminal  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding}	{GO:0003700; sequence-specific DNA binding transcription factor activity; Molecular Function  GO:0005622; intracellular; Cellular Component  GO:0006355; regulation of transcription, DNA-dependent; Biological Process}
Belnapia_sp.F-4-1GL001758	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001759	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001760	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001761	{K00175  korB  2-oxoglutarate ferredoxin oxidoreductase subunit beta  1.2.7.3  Metabolism; Carbohydrate Metabolism; Citrate cycle (TCA cycle) [PATH:ko00020] Metabolism; Energy Metabolism; Carbon fixation pathways in prokaryotes [PATH:ko00720]}	{NA}	{IPR011766; Thiamine pyrophosphate enzyme, C-terminal TPP-binding}	{GO:0003824; catalytic activity; Molecular Function  GO:0030976; thiamine pyrophosphate binding; Molecular Function}
Belnapia_sp.F-4-1GL001762	{K00174  korA  2-oxoglutarate ferredoxin oxidoreductase subunit alpha  1.2.7.3  Metabolism; Carbohydrate Metabolism; Citrate cycle (TCA cycle) [PATH:ko00020] Metabolism; Energy Metabolism; Carbon fixation pathways in prokaryotes [PATH:ko00720]}	{NA}	{IPR002869; Pyruvate-flavodoxin oxidoreductase, central domain  IPR002880; Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal  IPR009014; Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II  IPR015941; Transketolase-like, C-terminal  IPR019752; Pyruvate/ketoisovalerate oxidoreductase, catalytic domain  IPR022367; 2-oxoacid:acceptor oxidoreductase, alpha subunit}	{GO:0003824; catalytic activity; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0016491; oxidoreductase activity; Molecular Function  GO:0016903; oxidoreductase activity, acting on the aldehyde or oxo group of donors; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL001763	{NA}	{NA}	{IPR001450; 4Fe-4S binding domain  IPR009051; Alpha-helical ferredoxin  IPR012285; Fumarate reductase, C-terminal  IPR017896; 4Fe-4S ferredoxin-type, iron-sulpur binding domain  IPR017900; 4Fe-4S ferredoxin, iron-sulphur binding, conserved site}	{GO:0009055; electron carrier activity; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0051536; iron-sulfur cluster binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL001764	{K01726  E4.2.1.-  --  --  Metabolism; Carbohydrate Metabolism; Butanoate metabolism [PATH:ko00650] Metabolism; Metabolism of Terpenoids and Polyketides; Limonene and pinene degradation [PATH:ko00903] Metabolism; Xenobiotics Biodegradation and Metabolism; Benzoate degradation [PATH:ko00362] Metabolism; Xenobiotics Biodegradation and Metabolism; Bisphenol degradation [PATH:ko00363] Metabolism; Xenobiotics Biodegradation and Metabolism; Naphthalene degradation [PATH:ko00626]}	{NA}	{IPR002529; Fumarylacetoacetase, C-terminal  IPR011234; Fumarylacetoacetase, C-terminal-related}	{GO:0003824; catalytic activity; Molecular Function  GO:0008152; metabolic process; Biological Process}
Belnapia_sp.F-4-1GL001765	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001766	{NA}	{NA}	{IPR008320; Uncharacterised conserved protein UCP032025}	{NA}
Belnapia_sp.F-4-1GL001767	{K03712  marR  MarR family transcriptional regulator  --  Genetic Information Processing; Transcription; Transcription factors [BR:ko03000]}	{NA}	{IPR000835; Transcription regulator HTH, MarR-type  IPR011991; Winged helix-turn-helix transcription repressor DNA-binding}	{GO:0003700; sequence-specific DNA binding transcription factor activity; Molecular Function  GO:0005622; intracellular; Cellular Component  GO:0006355; regulation of transcription, DNA-dependent; Biological Process}
Belnapia_sp.F-4-1GL001768	{K04063  osmC  osmotically inducible protein OsmC  --  Unclassified; Genetic Information Processing; Protein folding and associated processing}	{OHR_XANCH Organic hydroperoxide resistance protein OS=Xanthomonas campestris pv. phaseoli GN=ohr PE=3 SV=1}	{IPR003718; Peroxiredoxin, OsmC-like protein  IPR015946; K homology domain-like, alpha/beta  IPR019953; Peroxiredoxin, organic hydroperoxide resistance-related}	{GO:0006950; response to stress; Biological Process}
Belnapia_sp.F-4-1GL001769	{NA}	{NA}	{NA}	{NA}
Belnapia_sp.F-4-1GL001770	{K01494  E3.5.4.13, dcd  dCTP deaminase  3.5.4.13  Metabolism; Nucleotide Metabolism; Pyrimidine metabolism [PATH:ko00240]}	{DCD_ACIAC Deoxycytidine triphosphate deaminase OS=Acidovorax citrulli (strain AAC00-1) GN=dcd PE=3 SV=1}	{IPR008180; DeoxyUTP pyrophosphatase  IPR011962; Deoxycytidine triphosphate deaminase}	{GO:0006229; dUTP biosynthetic process; Biological Process  GO:0008829; dCTP deaminase activity; Molecular Function  GO:0016787; hydrolase activity; Molecular Function  GO:0046080; dUTP metabolic process; Biological Process}
Belnapia_sp.F-4-1GL001771	{K01091  E3.1.3.18, gph  phosphoglycolate phosphatase  3.1.3.18  Metabolism; Carbohydrate Metabolism; Glyoxylate and dicarboxylate metabolism [PATH:ko00630]}	{NA}	{IPR006402; HAD-superfamily hydrolase, subfamily IA, variant 3  IPR006439; HAD-superfamily hydrolase, subfamily IA, variant 1  IPR023214; HAD-like domain}	{GO:0008152; metabolic process; Biological Process  GO:0008967; phosphoglycolate phosphatase activity; Molecular Function  GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL001772	{K01238  E3.2.1.-  --  --  Unclassified; Metabolism; Others}	{NA}	{IPR008258; Lytic transglycosylase-like, catalytic  IPR023346; Lysozyme-like domain}	{NA}
Belnapia_sp.F-4-1GL001773	{NA}	{NA}	{IPR000587; Creatinase  IPR000994; Peptidase M24, structural domain}	{GO:0009987; cellular process; Biological Process  GO:0016787; hydrolase activity; Molecular Function}
Belnapia_sp.F-4-1GL001774	{NA}	{NA}	{IPR002528; Multi antimicrobial extrusion protein}	{GO:0006855; drug transmembrane transport; Biological Process  GO:0015238; drug transmembrane transporter activity; Molecular Function  GO:0015297; antiporter activity; Molecular Function  GO:0016020; membrane; Cellular Component  GO:0055085; transmembrane transport; Biological Process}
Belnapia_sp.F-4-1GL001775	{NA}	{NA}	{IPR018713; Domain of unknown function DUF2236}	{NA}
Belnapia_sp.F-4-1GL001776	{K00790  murA  UDP-N-acetylglucosamine 1-carboxyvinyltransferase  2.5.1.7  Metabolism; Carbohydrate Metabolism; Amino sugar and nucleotide sugar metabolism [PATH:ko00520] Metabolism; Glycan Biosynthesis and Metabolism; Peptidoglycan biosynthesis [PATH:ko00550]}	{MURA_GRABC UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Granulibacter bethesdensis (strain ATCC BAA-1260 / CGDNIH1) GN=murA PE=3 SV=1}	{IPR001986; Enolpyruvate transferase domain  IPR005750; UDP-N-acetylglucosamine 1-carboxyvinyltransferase  IPR013792; RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta}	{GO:0003824; catalytic activity; Molecular Function  GO:0016740; transferase activity; Molecular Function  GO:0016765; transferase activity, transferring alkyl or aryl (other than methyl) groups; Molecular Function  GO:0019277; UDP-N-acetylgalactosamine biosynthetic process; Biological Process}
Belnapia_sp.F-4-1GL001777	{K00765  E2.4.2.17, hisG  ATP phosphoribosyltransferase  2.4.2.17  Metabolism; Amino Acid Metabolism; Histidine metabolism [PATH:ko00340]}	{HIS1_GLUOX ATP phosphoribosyltransferase OS=Gluconobacter oxydans (strain 621H) GN=hisG PE=3 SV=1}	{IPR001348; ATP phosphoribosyltransferase HisG  IPR013820; ATP phosphoribosyltransferase, catalytic domain  IPR018198; ATP phosphoribosyltransferase, conserved site  IPR024893; ATP phosphoribosyltransferase HisG, short form}	{GO:0000105; histidine biosynthetic process; Biological Process  GO:0003879; ATP phosphoribosyltransferase activity; Molecular Function  GO:0005737; cytoplasm; Cellular Component}
Belnapia_sp.F-4-1GL001778	{K00013  hisD  histidinol dehydrogenase  1.1.1.23  Metabolism; Amino Acid Metabolism; Histidine metabolism [PATH:ko00340]}	{HISX_GLUOX Histidinol dehydrogenase OS=Gluconobacter oxydans (strain 621H) GN=hisD PE=3 SV=1}	{IPR012131; Histidinol dehydrogenase  IPR016161; Aldehyde/histidinol dehydrogenase}	{GO:0000105; histidine biosynthetic process; Biological Process  GO:0004399; histidinol dehydrogenase activity; Molecular Function  GO:0008152; metabolic process; Biological Process  GO:0008270; zinc ion binding; Molecular Function  GO:0016491; oxidoreductase activity; Molecular Function  GO:0051287; NAD binding; Molecular Function  GO:0055114; oxidation-reduction process; Biological Process}
Belnapia_sp.F-4-1GL001779	{K02518  infA  translation initiation factor IF-1  --  Genetic Information Processing; Translation; Translation factors [BR:ko03012]}	{IF1_GLUDA Translation initiation factor IF-1 OS=Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / PAl5) GN=infA PE=3 SV=1}	{IPR004368; Translation initiation factor IF-1  IPR006196; RNA-binding domain, S1, IF1 type  IPR012340; Nucleic acid-binding, OB-fold  IPR016027; Nucleic acid-binding, OB-fold-like  IPR022967; RNA-binding domain, S1}	{GO:0003723; RNA binding; Molecular Function  GO:0003743; translation initiation factor activity; Molecular Function  GO:0006413; translational initiation; Biological Process}
Belnapia_sp.F-4-1GL001780	{K06287  maf  septum formation protein  --  Unclassified; Cellular Processes and Signaling; Cell division}	{Y1915_SPHAL Maf-like protein Sala_1915 OS=Sphingopyxis alaskensis (strain DSM 13593 / LMG 18877 / RB2256) GN=Sala_1915 PE=3 SV=1}	{IPR003697; Maf-like protein}	{GO:0005737; cytoplasm; Cellular Component}
Belnapia_sp.F-4-1GL001781	{K01128  E3.1.4.-  --  --  Unclassified; Metabolism; Others}	{NA}	{IPR003029; Ribosomal protein S1, RNA-binding domain  IPR012340; Nucleic acid-binding, OB-fold  IPR016027; Nucleic acid-binding, OB-fold-like  IPR019307; RNA-binding protein AU-1/Ribonuclease E/G}	{GO:0003723; RNA binding; Molecular Function}
Belnapia_sp.F-4-1GL001782	{K09862  K09862  hypothetical protein  --  Unclassified; Poorly Characterized; Function unknown}	{YACG_SINMW DNA gyrase inhibitor YacG OS=Sinorhizobium medicae (strain WSM419) GN=yacG PE=3 SV=1}	{IPR005584; Uncharacterised protein family, zinc-binding  IPR013088; Zinc finger, NHR/GATA-type}	{GO:0006355; regulation of transcription, DNA-dependent; Biological Process  GO:0008270; zinc ion binding; Molecular Function}
